ID;Active;Name;Categories;Price tax included;Tax rules ID;Reference;Description;Short description;Weight;Image URLs;URL rewritten
46;1;Beautylift Antiageing-Firming Face Cream 24h - by Olive Secret;16;19.16;1;1/2018-26-Handmade;Beautylift Antiageing-Firming Face Cream 24h - by Olive Secret 50ml e // 1,6 fl. Oz For all types of skin Ideal for Ages 40+ A rich day and night cream which is absorbed quickly and effectively combats the signs of ageing. It is ideal for skin in need of special attention, fatoqued by the passage of time, thanks to its natural active ingredients: Oligosaccharides that guarantee a glowing and youthful look, Shea Butter to nourish and moisturize the skin, Hyaluronic acid and Peptides which help soften expression lines, thistle extract which improves skin elasticity, Organic Olive Oil, Pomegranate Oil, vitamin E and Pro-vitamin B5, ingredients known for their antiageing properties. How to use Apply all over your face and neck every day and night. PARABENS FREE PROPYLENE GLYCOL FREE PARAFFIN OIL FREE Ingredients Aqua (Water), C12-20 Acid PEG-8 Ester, Cyclopentasiloxane, Cetyl Alcohol, Glycerin, Cetearyl Isononanoate, Butyrosperum Parkii Butter, Butylene Glycol, Ethylhexyl, Methoxycinnamate, Isodecyl Salicylate, Simmondsia Chinensis Seed Oil, Bioasaccharide Gum-4, Phenoxyethanol, Trilaureth-4, Phosphate, Ammonium Acryloydimethyltaurate/vp Copolymer, Vitis Vinifera Seed Oil, Olea Europaea Fruit Oil, Dimethicone, Stearic Acid, Tocopherylacetate, Distract Phosphate, Caprylyl Glycol, Alpha-Glucan Oligosaccharide, Propanediol, Parfum, Imidazodinyl Urea, Panthenol,Dimethicone Crosspolymer, Punica Granatum Seed Oil, Alcohol, Lecithin, Sodium Hyaluronate, Bht, Algin, Carnosine, Carbomer, Potassium Hydroxide, Polysorbate 20, Tocopherol, Silybum Marianum Fruit Extract, Palmitoyl, Oligopeptide, Palmitoyl Tetrapeptide-7, Isodecyl Citrate, Coumarin, Butylphenyl Methylpropional, Linalool, Hexyl Cinnamon, Limonene.;Beautylift Antiageing-Firming Face Cream 24h - by Olive Secret. A rich day and night cream which is absorbed quickly and effectively combats the signs of ageing.;0.050000;https://aspriter.am/61-home_default/beautylift-antiageing-firming-face-cream-24h-by-olive-secret.jpg;olive-secret-shop-category/46-beautylift-antiageing-firming-face-cream-24h-by-olive-secret
47;1;Hydration Face Cream with Aloe Vera - Olive Secret - 50ml;16;13.45;1;1/26-Beautylift;Hydration Face Cream with Aloe Vera - Olive Secret - 50ml 24 hour face cream with organic olive oil, aloe vera extract, provitamin B5 and vitamin E, which deeply hydrates the skin and traps moisture. Application: Apply morning and evening to cleansed face and neck. Without PARABENS Without PROPYLENE GLYCOL Without PARAFFIN OIL Ingredients Aqua, butylene glycol, ceteareth-20, cetearyl alcohol, aloe barbadensis leaf extract, dicaprylyl ether, capryl/capric triglycerides, isoamyl p-methoxycinnamate, olivoyl hydrolyzed wheat protein, glyceryl oleate, potassium hydroxide, cyclopentasiloxane, cyclohexasiloxane, olea europaea (olives) fruit oil, Ammonium acryloyldimethyltaurate/VP copolymer, phenoxyethanol, glyceryl stearate, caprylyl glycol, dimethicone, diazolidinyl urea, tocopheryl acetate, d-panthenol, sodium hyaluronate, perfume (fragrance), benzylsalicylate, linalool, lilyal, citronellol, hexyl cinnamic aldehyde, coumarin, Geraniol, methyl ionone, eugenol.;24 hour face cream with organic olive oil, aloe vera extract, provitamin B5 and vitamin E, which deeply hydrates the skin and traps moisture.;0.050000;https://aspriter.am/62-home_default/hydration-face-cream-with-aloe-vera-olive-secret-50ml.jpg;olive-secret-shop-category/47-hydration-face-cream-with-aloe-vera-olive-secret-50ml
49;1;Beautylift Eye Creme - by Olive Secret - 15ml;16;16.81;1;1/26-olive-leaves-soap;Beautylift Eye Creme - by Olive Secret - 15ml A rich eye cream that is quickly absorbed and effective against signs of aging. Thanks to its natural active ingredients, it is ideal for skin that needs special attention and is improved over time: Oligosaccharides that guarantee a radiant and youthful look, hyaluronic acid and peptides that soften the lines of expression, thistle extract that improves skin elasticity, organic olive oil, pomegranate oil, vitamin E and pro-vitamin B5, ingredients known for their anti-aging properties. Caffeine, which reduces the appearance of dark circles and Finnish shea butter and nourishes and moisturizes the skin. How to use Apply morning and evening to the eye area and crow's feet. Without PARABENE Without PROPYLENE GLYCOL Without PARAFFIN OIL Ingredients Aqua(water), butylene glycol, c12-20 acid pencil-8ester, cetyl alcohol, cetearyl, isononanoate, isodecyl, salicylate, ethylhexyl, methoxycinnamate, biosaccharide gum-4, glycerin, Ammoniumacryloyldimethyltaurat/VP copolymer, Butyrospermum Parkii Butter, Phenoxyethanol, Trilaureth-4 Phospat, Caffeine, Caprylylglycol, Distractphosphat, Punica Granatum Seed Oil, Simmondsia Chinensis seed oil, tocopherol acetate, Olea Europe fruit oil, sodium salicylate, alpha-glucan oligosaccharide, propanediol, panthenol, imidazolidinylurea, lecithin, dimethicone, Alcohol, sodium hyaluronic acid, BHT, algin, carnosine, carbomer, silica, polysorbate 20, tocopherol, Silybum Marianum fruit extract, palmitoyl oligopeptide, palmitoyl tetrapeptide-7. 15ml e // 0,5 fl. Oz. Suitable for all skin types Ideal for people aged 40 and over;Beautylift Eye Creme - by Olive Secret - 15ml. A rich eye cream that is quickly absorbed and effective against signs of aging.;0.015000;https://aspriter.am/64-home_default/beautylift-eye-creme-by-olive-secret-15ml.jpg;olive-secret-shop-category/49-beautylift-eye-creme-by-olive-secret-15ml
50;1;Hand soap with Aloe Vera - by Olive Secret - 100g;16;2.94;1;1/26-Seife;Hand soap with Aloe Vera - by Olive Secret - 100g Natural hand soap with organic olive oil&aloe extract. This product is suitable for daily body care. For stressed and mature skins.;Hand soap with Aloe Vera - by Olive Secret - 100g. This product is suitable for daily body care. For stressed and mature skins.;0.100000;https://aspriter.am/65-home_default/hand-soap-with-aloe-vera-by-olive-secret-100g.jpg;olive-secret-shop-category/50-hand-soap-with-aloe-vera-by-olive-secret-100g
51;1;Hair mask with Aloe Vera - by Olive Secret - 250ml;16;6.72;1;1/26-olive-leaves-soap;Hair mask with Aloe Vera - by Olive Secret - 250ml A hair mask containing aloe vera extract, organic olive oil, grape-seed and jojoba oil, provitamin B5, wheat protein, keratin and vitamin E, ingredients that provide nourishment and moisture to dry-coloured hair, leaving it soft, healthyand improving slit ends. How to use After washing, apply on wet hair from roots to ends massaging gently. Allow it to act for 5-10 min and wash thoroughly with plenty of water. PARABENS FREE PROPYLENE GLYCOL FREE PARAFFIN OIL FREE;Hair mask with Aloe Vera - by Olive Secret - 250ml. A hair mask containing aloe vera extract, organic olive oil, grape-seed and jojoba oil, provitamin B5, wheat protein, keratin and vitamin E.;0.250000;https://aspriter.am/66-home_default/hair-mask-with-aloe-vera-by-olive-secret-250ml.jpg;olive-secret-shop-category/51-hair-mask-with-aloe-vera-by-olive-secret-250ml
52;1;Face and body soap - by Olive Secret - 100g;16;3.03;1;1/26-kamillenseife;Face and body soap - by Olive Secret - 100g Pink Clay: acts as a rejuvenating agent and gives moisture to natural skin shine. It is suitable for dull, tired and sensitive skins. Theobroma Cacao Seed Butter: Cocoa Butter acts as a conditioning and moisturizing agent. Rice Oil: moisturizes and nourishes hair and skin.;Face and body soap. Pink Clay: acts as a rejuvenating agent and gives moisture to natural skin shine. It is suitable for dull, tired and sensitive skins.;0.100000;https://aspriter.am/67-home_default/face-and-body-soap-by-olive-secret-100g.jpg;olive-secret-shop-category/52-face-and-body-soap-by-olive-secret-100g
53;1;Face and body soap - Greenclay - by Olive Secret - 100g;16;3.03;1;1/26-Hair_Musk;Face and body soap - Greenclay - by Olive Secret - 100g Face & Body Soap. Triple ground soap with green clay and spiroulina. Enriched formula with extra virgin olive oil & shea butter. Green clay : has anti-inflammatory and absorbent properties, is suitable for cleansing, detoxifying the skin, stimulating and firming through local improvement of blood circulation. It is recommended for oily and mixed skin, especially acne. Butyrospermum Parkii Butter : has a softening effect. It is obtained from the seeds of the shea nuts. In addition to fatty acids, these also contain phytosterol and terpene alcohols. Such unsaturated elements are known for their excellent care and healing properties. Shea butter makes the skin smooth and supple and has been proven to provide natural protection against ultraviolet rays. Spirulina powder: acts as an antioxidant and antiviral. It comes from microalgae and contains proteins, chlorophyll, B-complex vitamins, vitamin E, iron, beta-carotene and essential fatty acids such as GLA. N.W. 100g // 3,53 fl.oz. Ingredients Sodium Palmate, Sodium Palm Kernelate, Aqua (Water), OLEA EUROPEA (OLIVE) FRUIT OIL, Butyrospermum Parkii (SHEA) Butter*, SPIROULINA PLATENSIS POWDER**, MONTMORILLONITE, ILLITE , perfume, Glycerin, Salvia officinalis LEAF EXTRACT , Sodium Chloride, Sodium Hydroxide, Tetrasodium EDTA,HEXYL CINNAMALDEHYDE, LINALOOL.;Face & Body Soap. Triple ground soap with green clay and spiroulina. Enriched formula with extra virgin olive oil & shea butter.;0.100000;https://aspriter.am/68-home_default/face-and-body-soap-greenclay-by-olive-secret-100g.jpg;olive-secret-shop-category/53-face-and-body-soap-greenclay-by-olive-secret-100g
54;1;Face and body soap - activated charcoal - Olive Secret - 100g;16;3.03;1;1/26-feuchtigkeits-creme;Face and body soap - activated charcoal - Olive Secret - 100g Face & Body Soap. Enriched formula with extra virgin olive oil and almond oil. Triple ground soap with activated charcoal and St. John's wort charcoal powder: works like a peeling. It can absorb minerals, toxins, impurities and other harmful substances from the skin, leaving the skin stronger and healthier. It helps to remove the chemical from skin pores, dead skin cells and unpleasant odours. It also stimulates cell growth and makes the skin supple, soft and supple. It is used to cleanse the skin and is ideal for oily and acne-prone skin types. Charcoal Powder: acts as an exfoliant. It can absorb minerals, toxins, impurities and other harmful substances from skin, leaving with stronger & healthier skin. It helps to get rid of chemical from skin pores, the dead skin cells and unpleasant odor. It also stimulates cells growth leaving skin supple, delicate and smooth. It is used in cleaning skin and is excellent for oily & acne prone skin types. Ingredients Sodium Palmate, Sodium Palm Kernelate, Aqua (Water), OLEA EUROPEA (OLIVE) FRUIT OIL, Prunus Amygdalus Dulcis (Sweet Almond ) Oil , CHARCOAL POWDER*, perfume, Glycerin, Hypericum Perforatum Flower/Leaf/Stem Extract, Sodium Chloride, Sodium Hydroxide, Tetrasodium EDTA, Etidronic Acid, TOCOPHEROL N.W. 100g // 3,53 fl.oz.;Face & Body Soap. Enriched formula with extra virgin olive oil and almond oil. Triple ground soap with activated charcoal and St. John's wort charcoal powder: works like a peeling.;0.100000;https://aspriter.am/69-home_default/face-and-body-soap-activated-charcoal-olive-secret-100g.jpg;olive-secret-shop-category/54-face-and-body-soap-activated-charcoal-olive-secret-100g
55;1;Skin Care Soap Against Acne - 100g - Dr. Dabour;63;8.40;1;7/27-P-skin;Skin Care Soap Against Acne - 100g - Dr. Dabour Non-greasy, olive and medicinal plants soap bars cleanses without clogging, perfect for treating acne prone skin. Ingredients Purified Aqua, Sodium Oleate, Sodium Almonate, Sodium Coconate, Sunflower Oil, Clove Oil, Rosemary Oil.;Skin Care Soap Against Acne - 100g - Dr. Dabour. Non-greasy, olive and medicinal plants soap bars cleanses without clogging, perfect for treating acne prone skin.;0.100000;https://aspriter.am/70-home_default/skin-care-soap-against-acne-100g-dr-dabour.jpg;dr-dabour/55-skin-care-soap-against-acne-100g-dr-dabour
56;1;Cream after shaving - by Dr. Dabour - 50ml - for men;12;25.21;1;7/27-handcreme;Cream after shaving - by Dr. Dabour - 50ml A moisturising cream that gives the skin a relaxing, soothing and fresh feeling immediately after shaving. A gentle cream based on natural plants that reduces redness and sensitivity through daily shaving. Nourishes and strengthens the complexion, smoothes the skin, moisturises after shaving and helps prevent signs of aging. Perfumed with a natural and fresh fragrance, it is quickly absorbed and suitable for all skin types. The face feels refreshed for many hours. Main ingredients Natural oils from sweet almonds, olives and avocado. Moisturizing ingredients such as shea butter, vitamin E and evening primrose extract. Natural extracts of mint, lavender, rosemary, apple and grapefruit. Perfumed with natural essences. Contains no alcohol Does not contain parabens or preservatives Contains no mineral oils Contains no synthetic ingredients Other Ingredients WATER, OLIVE OIL (OLEA EUROPAEA), JOJOBA (BUXUS CHINENSIS) OIL CASTOR OIL (RICINUS COMMUNIS) OIL, AVOCADO (PERSEA GRATISSIMA) OIL, WHEITZEN (TRITICUM VULGARE) KEIMÖL, SÜßMANDEL (PRUNUS, AMYGDALUS DULCIS) ÖL, NACHTKERZE (OENOTHERA BIENNIS) ÖL OLIVENÖL (OLEA EUROPAEA) BLATTEXTRAKT, ORCHID (ORCHIS MASKULA) EXTRACT, (SHEA BUTTER) BUTYROSPERMUM PARKII, PHENOXYETHANOL TOKOPHEROL, POTASSIUM SORBAT, (FRAGRANCE natural), GLYCERYL STEARATE, citric acid, LAVENDER (LAVANDULA ANGUSTIFOLIA) EXTRACT, ROSMARINUS OFFICINALIS ( ROSMARIN) LEAF EXTRACT, MENTHA PIPERITA (PEPPERMINT) LEAF EXTRACT, SALVIA OFFICINALIS LEAF EXTRACT, CETEARYL ALCOHOL, CETEARYL LUSTER, BLASENTANG (FUCUS VESICULOSUS) EXTRACT, PYRUS MALUS (APPLE) FRUIT EXTRACT, GRAPEFRUIT (CITRUS GRANDIS) FRUIT EXTRACT, SOYA BEANS (GLYCINE SOYA) EXTRACT, ALANINE, ARGININE, GLYCINE POLYSTYRENE, BLADDER WANG (FUCUS VESICULOSUS) EXTRACT, PYRUS, MALUS (APPLE) FRUIT EXTRACT, GRAPEFRUIT (CITRUS GRANDIS) FRUIT EXTRACT. How to use After shaving, gently dry the skin and apply the cream with light massage movements until it is completely absorbed. Read more Show less;Cream after shaving - by Dr. Dabour - 50ml - for men. A moisturising cream that gives the skin a relaxing, soothing and fresh feeling immediately after shaving.;0.050000;https://aspriter.am/71-home_default/cream-after-shaving-by-dr-dabour-50ml-for-men.jpg;dr-dabour-shop-category/56-cream-after-shaving-by-dr-dabour-50ml-for-men
57;1;Aloe Vera gel - 100ml - Dr. Dabour;12;6.72;1;7/27-eyes;Aloe Vera gel - 100ml - Dr. Dabour Relief for the treatment of dry skin. Aloe Vera is a magical plant with numerous excellent healing properties. It is a natural gel of pure Aloe Vera extract, without food coloring. Relaxes the skin, moisturizes, nourishes and promotes regeneration. How to use Apply generously onto the skin, as required. Read more Show less;Aloe Vera gel - 100ml. It is a natural gel of pure Aloe Vera extract, without food coloring. Relaxes the skin, moisturizes, nourishes and promotes regeneration.;0.100000;https://aspriter.am/72-home_default/aloe-vera-gel-100ml-dr-dabour.jpg;dr-dabour-shop-category/57-aloe-vera-gel-100ml-dr-dabour
58;1;Effective Anti-Dandruff Shampoo - Dr. Dabour - 200 ml;12;16.81;1;7/27-face;Effective Anti-Dandruff Shampoo - Dr. Dabour - 200ml A herbal shampoo for the treatment of dandruff caused by neurodermatitis or seborrhea, based on hundreds of years of Galilean herbal secrets and free from irritant chemicals such as SLS and other salts. Dr. Dabour Shampoo is specially formulated to relieve the discomfort of scaly, irritated skin and dandruff, treat scalp and hair damage, and free it from flakes, beautifully shiny and handy. Based on the essence of Sea Buckthorn Ziziphus Joazeiro, this clinically tested exquisite shampoo has been found to be more effective against dandruff than chemical-based oils and conditioners that can make flaking the worst. Ingredients Aqua, decylglucoside, glycerin, olea europaea (olive) leaf extract, rosemary officinalis (rosemary) leaf extract, glycine soya seeds extract & glycine & alanine & arginine, cocamidopropylbetain, sodium Lactate, Acacia Senegal Gum (And) Xanthan Gum, Sodium Chloride, Coconut Oil, Propanediol, Ziziphus Joazeiro Bark Extract, Glucoonolactone and Sodium Benzoate, Potassium Sorbate, Polyquaternium-10, Mentha Piperata (peppermint) leaf extract, lavender angustifolia (lavender) oil, phynoxyethanol, fragrance*, lemon oil (Citrus Medica Limonum), lime oil*, linalol*, citric acid. * From essential oils. How to use Apply a swab of shampoo to wet hair, gently massage in during the shampoo bath and then rinse off with warm running water. Intended for daily use. Read more Show less;Dr. Dabour Shampoo is specially formulated to relieve the discomfort of scaly, irritated skin and dandruff, treat scalp and hair damage, and free it from flakes.;0.200000;https://aspriter.am/73-home_default/effective-anti-dandruff-shampoo-dr-dabour-200ml.jpg;dr-dabour-shop-category/58-effective-anti-dandruff-shampoo-dr-dabour-200ml
59;1;Eye and face serum - Dr. Dabour - 30ml;12;40.34;1;7/27-after-shaving-cream;Eye and face serum - Dr. Dabour - 30 ml Vitamin enriched, promotes collagen production, eliminates signs of fatigue. A serum rich in vitamins and active ingredients with a velvety texture for the targeted treatment of sensitive skin around the eyes and face. Carrot oil, jasmine and rose extract improve the skin’s texture and protect skin cells. Wheat germ, rich in Vitamin E and antioxidants, improves skin texture, reduces blemishes and signs of fatigue giving the skin elasticity and a youthful appearance. Suitable for use around the delicate contour of the eyes. Quickly absorbed without causing irritation. Perfumed with a natural, delicate fragrance. No Paraben No Alcohol No Preservatives No Mineral Oils No Synthetic Ingredients Ingredients Borage (borago officinalis) seed oil, jojoba (buxus chinensis) oil, sweet almond (prunus amygdalus dulcis) oil, olive (olea europaea) oil, oenothera biennis (evening primrose ) oil, persea gratissima (avocado) oil, squalane, wheat (triticum vulgare), germ oil, tocopherol, ascorbic acid, lavender (lavandula, angustifolia) oil, pelargonium graveolens oil, carrot (daucus, carota sativa) seed oil, rosa centifolia flower extract, thyme (thymus vulgaris) extract, jasmine (jasminum officinale) OIL. How to use Gently massage on face and neck morning and evening until completely absorbed. To enhance results we recommend cleansing with Mountain Flowers Cleansing Milk and completing the treatment by applying anti-wrinkles cream. Read more Show less;A serum rich in vitamins and active ingredients with a velvety texture for the targeted treatment of sensitive skin around the eyes and face.;0.030000;https://aspriter.am/74-home_default/eye-and-face-serum-dr-dabour-30-ml.jpg;dr-dabour-shop-category/59-eye-and-face-serum-dr-dabour-30-ml
60;1;Dr. Dabour Face & Body Liquid-Soap - 250ml;12;12.61;1;7/27-silky;Dr. Dabour Face & Body Liquid-Soap - 250ml A delicate blend created for face and body care, formulated with active ingredients found in Virgin Olive Oil and Olive Leaves Extract rich in vitamins A, E, minerals, oleuropein, and antioxidants. This natural soap with 80% restorative olive oil and olive leaves extracts moisturizes and replenishes while cleansing and balancing the skin. Quickly absorbed natural vitamins and minerals hydrate and rejuvenate the skin leaving it soft and supple to the touch. Perfect for all skin types and for sensitive skin as well. Main Ingredients Olive Leaves Extract, Orchid Extract, Potassium Oilivate, Purified Aqua, Potassium Cocoate, Potassium Almonate, Potassium Palmitate & Shea Butter, Castor, Sunflower, Sodium Chloride, Rose, Geranium, Lemon Essential oils, extracts of Rosemary, Lavender and Thyme. Other ingredients AQUA, Potassium Oliate (OLEA EUROPAEA) OIL, Pottasium Cocoate (COCOS NUCIFERA) OIL, SODIUM CHLORIDE, Potassium Almonate (PRUNUS AMYGDALUS DULCIS) OIL, HYDROGENATED CASTOR (RICINUS COMMUNIS) OIL, OLIVE (OLEA EUROPAEA) LEAF EXTRACT,SHEA BUTTER (BUTYROSPERMUM PARKII, SUNFLOWER (HELIANTHUS ANNUUS) SEED OIL, Jojoba Oil, TOCOPHEROL, CITRIC ACID, LAVENDER (LAVANDULA ANGUSTIFOLIA) Extract, ORCHID (ORCHIS MASCULA) EXTRACT, ROSE OIL, ROSEMARY (ROSMARINUS OFFICINALIS) Extract, GERANIUM OIL, Thyme Extract. Anti-Oxidants, Vitamin A and Vitamin E Anti-Aging properties found in pure medicinal plants and olive Free of colors No SLES/SLS (Sodium Laureth Sulfate) Parabens Free Free of animal fats Gluten free Not tested on animals Eco-Friendly pH – 9.5-10 Read more Show less;This natural soap with 80% restorative olive oil and olive leaves extracts moisturizes and replenishes while cleansing and balancing the skin.;0.250000;https://aspriter.am/75-home_default/dr-dabour-face-body-liquid-soap-250ml.jpg;dr-dabour-shop-category/60-dr-dabour-face-body-liquid-soap-250ml
62;1;Face and body soap - Jasmin&Rose - 100g - Dr.Dabour;63;8.40;1;7/27-acne-prone-skin;Face and body soap - Jasmin&Rose - 100g - Dr. Dabour It is made from a combination of saponified vegetable oils based on Galilean virgin olive oil, essential oils of roses and geraniums with extracts of medicinal plants such as black cumin, turmeric, olive leaves, lavender, coffee, pomegranate. We manufacture our products according to a unique natural method, free of artificial fragrances, colors and preservatives. This combination is rich in vitamins, essential fatty acids, antioxidants and minerals. Also known for its antibacterial, antifungal and renewing skin. It moisturizes the skin, regenerates the skin cells with a sweet floral scent. Good for body, hair and face. Ingredients Sodium Oilivate, Purified Aqua, Sodium Cocoate, Sodium Almonate, Sodium Palmitate & Shea Butter, Castor, Sunflower, Jojoba, Teatree oils, Rose, Geranium Essential oils, extracts of Rosemary, Lavender and Thyme.;Face and body soap - Jasmin&Rose. We manufacture our products according to a unique natural method, free of artificial fragrances, colours and preservatives.;0.100000;https://aspriter.am/77-home_default/face-and-body-soap-jasminrose-100g-drdabour.jpg;dr-dabour/62-face-and-body-soap-jasminrose-100g-drdabour
63;1;Hair treatment mask - 250ml - Dr. Dabour;12;25.21;1;7/27-face;Hair treatment mask - 250ml - Dr. Dabour A gentle, silky treatment mask made from medicinal plant extracts that is ideal for oily hair, itchy scalps and dandruff. An advanced formula for the rehabilitation and regeneration of dry, bleached hair. The silky hair treatment mask gives hair and scalp an intense dose of natural active ingredients that strengthen, moisturize and nourish the hair by balancing sebaceous glands and controlling flaky, oily scalp. Rich in active proteins, vitamins and antioxidants, combined with hair straightening ingredients, it gives a radiant look, attractive natural beauty and lasting smoothness. Safe for hair that has been weakened, damaged by dyeing, chemical processing or heat styling. Environmentally friendly. Perfect for all hair types particularly suitable for sensitive skin or scalp no harmful or toxic chemicals (no SLS, SLES, PG, PG derivatives, parabens, sulfates, dyes, synthetic fragrances or petrochemicals) Ingredients Purified Aqua, Glycerine, Behentrimonium Methosulfate, Cetaryl Alcohol, Cetyl Alcohol, Argania spinosa Oil, Glycerine stearate, Helychrysum Arenarium Extract, Jojoba (Buxus Chinensis) Oil, Olea Europaea (olive) extract, shea butter (Butyrospermum parkii), Rosmarinus Officinalis (Rosmarinus) leaf extract, Acacia senegal gum, Polyquaternium 67, xanthan gum, tocopherol (vitamin E), orchis mascula extract, citric acid, rosa centifolia flower extract, myrtus communis (myrtle) extract, rosemary officinalis (rosemary) oil, glycine, arginine, soybeans (glycine) seed extract, alanine, cetearyl alcohol & cocoglucoside, benzyl alcohol & salicylic acid & glycerol & sorbic acid. Read more Show less;Hair treatment mask - 250ml - Dr. Dabour. A gentle, silky treatment mask made from medicinal plant extracts that is ideal for oily hair, itchy scalps and dandruff.;0.250000;https://aspriter.am/78-home_default/hair-treatment-mask-250ml-dr-dabour.jpg;dr-dabour-shop-category/63-hair-treatment-mask-250ml-dr-dabour
64;1;Skin care soap - 100g - Dr. Dabour;63;12.61;1;7/27-acne-prone-skin;Skin care soap - 100g - Dr. Dabour Highly concentrated, natural skin-regulating soap bar for irritated skin and fungal infections Psoriasis, eczema, rosacea and acne are some of the most common skin diseases that cause skin irritation and discomfort. Problematic Skin Care Soap Bar is a new product in the range with results for the treatment of skin irritations and fungal infections. One of the main ingredients of this exceptional skin-regulating soap is curcumin or turmeric, which has been considered anti-inflammatory for skin reduction in various cultures for centuries. The 100% natural product based on virgin olive oil with a complex of medicinal plant extracts such as curcumin, shea butter, beeswax, inula extract, Nigella sativa oil - shows proven results within a few days. This product is made in the form of a piece of soap rather than a cream to maintain the high concentration and effectiveness of its active ingredients. A delicate product, skin-friendly and suitable for very sensitive skin.;Skin care soap - 100g - Dr. Dabour. Highly concentrated, natural skin-regulating soap bar for irritated skin and fungal infections.;0.100000;https://aspriter.am/79-home_default/skin-care-soap-100g-dr-dabour.jpg;dr-dabour/64-skin-care-soap-100g-dr-dabour
65;1;Hand-Cream - 100 ml - Dr. Dabour;12;5.88;1;7/27-after-shaving-cream;Dr. Dabour hand cream - 100ml The hand cream is rich in natural extracts, is easily absorbed and immediately moisturises without leaving an oily sensation on the skin. A rich hand cream based on natural oils for the care of dry and brittle skin. Immediately moisturizes the skin, prevents cracks, wrinkles and sun spots. Absorbs easily and gives a pleasant skin feeling immediately after application. Without Contains no alcohol Does not contain parabens or preservatives Contains no mineral oils Contains no synthetic ingredients Read more Show less;The hand cream is rich in natural extracts, is easily absorbed and immediately moisturises without leaving an oily sensation on the skin.;0.100000;https://aspriter.am/80-home_default/hand-cream-100ml-dr-dabour.jpg;dr-dabour-shop-category/65-hand-cream-100ml-dr-dabour
67;1;Organic aloe vera conditioner by Evergetikon 100ml;13;9.16;1;1/30Face;"Organic aloe vera conditioner by Evergetikon 100 ml Hair conditioner with organic vitamin E & aloe vera. A hair conditioner with vitamin E suitable for all hair types. Contains olive oil, shea butter and jojoba oil. The combined effect of these natural oils with aloe offers intensive care and moisturizes the hair. The hair gets elasticity, shine and becomes manageable. Apply to wet hair after shampooing. Let it work for five minutes and then rinse thoroughly. Ingredients Aqua, CetearylAlcohol, Betaine, Coco-glucoside, ButyrospermumParkii (Shea Butter) *, Olea Europaea (Olive) Fruit Oil ""Cretan"" Extra Virgin Olive Oil, Helianthusannuus (Sunflower) Seed Oil *, CocosNucifera (Coconut) Oil *, Simmondsia Chinensis (Jojoba) Seed Oil *, Aloe Barbadensis (Aloe Vera) leaf juice powder *, xantham gum, phenoxyethanol, lactic acid, citric acid, benzoic acid, dehydroacetic acid, TocopherolΕ, CitrusBergamia (bergamot) fruit oil, Citrus AurantiumDulcis (orange) peel oil, Citrusnobilis, DictamusCreticus (diptam) oil.*organics oils. Without Parabens, silicone, propylene glycol, mineral oil, ethanolamine, phthalates, musk xylene, triclosan, methyl isothiazolinone or chemical preservatives or additives.";Evergetikon Organic aloe vera conditioner - by Evergetikon. A hair conditioner with vitamin E suitable for all hair types. Contains olive oil, shea butter and jojoba oil.;0.100000;https://aspriter.am/82-home_default/evergetikon-organic-aloe-vera-conditioner-100ml.jpg;evergetikon-shop-category/67-evergetikon-organic-aloe-vera-conditioner-100ml
